player_non_penalti_goals,home_team,away_team,home_team_goals,minutes_played,status,picas_as,player_red_card,player_second_yellow,player_position,player_penalti_goals,player,is_player_home,puntuacion_media_sofascore_as,sofascore_score,player_assists,date,season,league_round,player_price,away_team_goals,fixed_round
0,rayo-vallecano,leganes,,0.0,ok,,0,0,2,0,a-catena,True,0.0,,0,1549310400,2019,,,,22
0,espanyol,rayo-vallecano,,0.0,ok,,0,0,2,0,a-catena,False,0.0,,0,1549733400,2019,,,,23
0,rayo-vallecano,atletico,,0.0,ok,,0,0,2,0,a-catena,True,0.0,,0,1550330100,2019,,,,24
0,getafe,rayo-vallecano,,0.0,ok,,0,0,2,0,a-catena,False,0.0,,0,1550923200,2019,,,,25
0,rayo-vallecano,girona,,0.0,ok,,0,0,2,0,a-catena,True,0.0,,0,1551470400,2019,,,,26
0,barcelona,rayo-vallecano,,0.0,ok,,0,0,2,0,a-catena,False,0.0,,0,1552152600,2019,,,,27
0,villarreal,rayo-vallecano,,0.0,ok,,0,0,2,0,a-catena,False,0.0,,0,1552843800,2019,,,,28
0,rayo-vallecano,betis,,0.0,ok,,0,0,2,0,a-catena,True,0.0,,0,1554033600,2019,,,,29
0,eibar,rayo-vallecano,,0.0,ok,,0,0,2,0,a-catena,False,0.0,,0,1554316200,2019,,,,30
0,rayo-vallecano,valencia,,0.0,ok,,0,0,2,0,a-catena,True,0.0,,0,1554568200,2019,,,,31
0,athletic,rayo-vallecano,,0.0,ok,,0,0,2,0,a-catena,False,0.0,,0,1555243200,2019,,,,32
0,rayo-vallecano,sd-huesca,,0.0,ok,,0,0,2,0,a-catena,True,0.0,,0,1555777800,2019,,,,33
0,sevilla,rayo-vallecano,,0.0,ok,,0,0,2,0,a-catena,False,0.0,,0,1556213400,2019,,,,34
0,rayo-vallecano,real-madrid,,0.0,ok,,0,0,2,0,a-catena,True,0.0,,0,1556477100,2019,,,,35
0,levante,rayo-vallecano,,0.0,ok,,0,0,2,0,a-catena,False,0.0,,0,1556967600,2019,,,,36
0,rayo-vallecano,real-valladolid,1.0,87.0,,2.0,0,0,2,0,a-catena,True,7.0,7.6,0,1557678600,2019,37.0,150000.0,2.0,37
0,celta,rayo-vallecano,2.0,90.0,,1.0,0,0,2,0,a-catena,False,2.0,6.4,0,1558205100,2019,38.0,150000.0,2.0,38
0,sevilla,rayo-vallecano,3.0,90.0,,2.0,0,0,2,0,a-catena,False,5.0,6.6,0,1629058500,2022,1.0,2400000.0,0.0,1
0,real-sociedad,rayo-vallecano,1.0,90.0,,1.0,0,0,2,0,a-catena,False,4.0,7.1,0,1629644400,2022,2.0,2530000.0,0.0,2
0,rayo-vallecano,granada,4.0,90.0,,2.0,0,0,2,0,a-catena,True,7.0,7.5,0,1630258200,2022,3.0,2510000.0,0.0,3
0,levante,rayo-vallecano,1.0,90.0,,1.0,0,0,2,0,a-catena,False,3.0,6.9,0,1631377800,2022,4.0,2710000.0,1.0,4
0,rayo-vallecano,getafe,3.0,90.0,,2.0,0,0,2,0,a-catena,True,8.0,7.7,1,1631966400,2022,5.0,2640000.0,0.0,5
0,athletic,rayo-vallecano,1.0,90.0,,2.0,0,0,2,0,a-catena,False,7.0,7.4,0,1632254400,2022,6.0,2770000.0,2.0,6
0,rayo-vallecano,cadiz,3.0,90.0,,2.0,0,0,2,0,a-catena,True,5.0,6.7,0,1632673800,2022,7.0,3200000.0,1.0,7
0,osasuna,rayo-vallecano,1.0,90.0,,1.0,0,0,2,0,a-catena,False,4.0,7.2,0,1633176000,2022,8.0,3520000.0,0.0,8
0,rayo-vallecano,elche,2.0,90.0,,1.0,0,0,2,0,a-catena,True,3.0,6.7,0,1634472000,2022,9.0,3730000.0,1.0,9
0,betis,rayo-vallecano,3.0,90.0,,2.0,0,0,2,0,a-catena,False,4.0,6.5,0,1635093000,2022,10.0,3630000.0,2.0,10
0,rayo-vallecano,barcelona,1.0,90.0,,2.0,0,0,2,0,a-catena,True,5.0,6.9,0,1635354000,2022,11.0,3650000.0,0.0,11
0,rayo-vallecano,celta,0.0,90.0,,2.0,0,0,2,0,a-catena,True,6.0,7.2,0,1635787800,2022,12.0,3800000.0,0.0,12
0,real-madrid,rayo-vallecano,2.0,90.0,,1.0,0,0,2,0,a-catena,False,2.0,6.5,0,1636228800,2022,13.0,3990000.0,1.0,13
0,rayo-vallecano,mallorca,3.0,90.0,,2.0,0,0,2,0,a-catena,True,5.0,6.9,0,1637611200,2022,14.0,4060000.0,1.0,14
0,valencia,rayo-vallecano,1.0,90.0,,2.0,0,0,2,0,a-catena,False,5.0,6.9,0,1638026100,2022,15.0,4140000.0,1.0,15
0,rayo-vallecano,espanyol,1.0,90.0,,2.0,0,0,2,0,a-catena,True,6.0,7.2,0,1638709200,2022,16.0,4400000.0,0.0,16
0,villarreal,rayo-vallecano,2.0,90.0,,0.0,0,0,2,0,a-catena,False,0.0,6.5,0,1639314000,2022,17.0,4680000.0,0.0,17
1,rayo-vallecano,alaves,2.0,90.0,,3.0,0,0,2,0,a-catena,True,14.0,7.5,0,1639832400,2022,18.0,4770000.0,0.0,18
0,atletico,rayo-vallecano,,0.0,doubt,,0,0,2,0,a-catena,False,0.0,,0,1641136500,2022,,,,19
0,rayo-vallecano,betis,1.0,90.0,,1.0,0,0,2,0,a-catena,True,4.0,7.0,0,1641733200,2022,20.0,5120000.0,1.0,20
0,rayo-vallecano,athletic,0.0,90.0,,1.0,0,0,2,0,a-catena,True,4.0,7.1,0,1642959000,2022,22.0,5190000.0,1.0,21
0,celta,rayo-vallecano,2.0,90.0,,1.0,0,0,2,0,a-catena,False,5.0,7.4,0,1644082200,2022,23.0,4810000.0,0.0,22
0,rayo-vallecano,osasuna,0.0,90.0,,1.0,0,0,2,0,a-catena,True,3.0,6.6,0,1644687000,2022,24.0,4640000.0,3.0,23
0,elche,rayo-vallecano,2.0,90.0,,1.0,0,0,2,0,a-catena,False,1.0,6.0,0,1645214400,2022,25.0,4400000.0,1.0,24
0,rayo-vallecano,real-madrid,0.0,90.0,,1.0,0,0,2,0,a-catena,True,4.0,7.2,0,1645896600,2022,26.0,3980000.0,1.0,25
0,cadiz,rayo-vallecano,,0.0,sanctioned,,0,0,2,0,a-catena,False,0.0,,0,1646571600,2022,,,,26
0,rayo-vallecano,sevilla,1.0,90.0,,1.0,0,0,2,0,a-catena,True,3.0,6.8,0,1647176400,2022,28.0,3520000.0,1.0,27
0,rayo-vallecano,atletico,0.0,90.0,,1.0,0,0,2,0,a-catena,True,3.0,6.9,0,1647720000,2022,29.0,3430000.0,1.0,28
1,granada,rayo-vallecano,2.0,90.0,,2.0,0,0,2,0,a-catena,False,12.0,7.7,0,1649003400,2022,30.0,3080000.0,2.0,29
0,rayo-vallecano,valencia,1.0,90.0,,1.0,0,0,2,0,a-catena,True,3.0,6.8,0,1649703600,2022,31.0,3190000.0,1.0,30
0,alaves,rayo-vallecano,1.0,90.0,,1.0,0,0,2,0,a-catena,False,4.0,7.0,0,1650118500,2022,32.0,3250000.0,0.0,31
0,espanyol,rayo-vallecano,0.0,90.0,,1.0,0,0,2,0,a-catena,False,5.0,7.4,1,1650560400,2022,33.0,3320000.0,1.0,32
0,barcelona,rayo-vallecano,0.0,90.0,,2.0,0,0,2,0,a-catena,False,7.0,7.6,0,1650826800,2022,21.0,3370000.0,1.0,33
0,rayo-vallecano,real-sociedad,1.0,90.0,,1.0,0,0,2,0,a-catena,True,4.0,7.0,0,1651422600,2022,34.0,3560000.0,1.0,34
0,getafe,rayo-vallecano,0.0,90.0,,2.0,0,0,2,0,a-catena,False,7.0,7.5,0,1652011200,2022,35.0,3710000.0,0.0,35
0,rayo-vallecano,villarreal,1.0,90.0,,1.0,0,0,2,0,a-catena,True,1.0,6.0,0,1652378400,2022,36.0,3890000.0,5.0,36
0,mallorca,rayo-vallecano,2.0,90.0,,1.0,0,0,2,0,a-catena,False,3.0,6.6,0,1652635800,2022,37.0,3990000.0,1.0,37
0,rayo-vallecano,levante,2.0,90.0,,1.0,0,0,2,0,a-catena,True,4.0,7.0,0,1653073200,2022,38.0,4160000.0,4.0,38
0,barcelona,rayo-vallecano,0.0,90.0,,3.0,0,0,2,0,a-catena,False,8.0,7.2,0,1660417200,2023,1.0,3840000.0,0.0,1
0,espanyol,rayo-vallecano,0.0,90.0,,2.0,0,0,2,0,a-catena,False,6.0,7.1,0,1660932000,2023,2.0,4050000.0,2.0,2
0,rayo-vallecano,mallorca,0.0,90.0,,1.0,0,0,2,0,a-catena,True,3.0,6.7,0,1661621400,2023,3.0,4440000.0,2.0,3
0,osasuna,rayo-vallecano,2.0,90.0,,1.0,0,0,2,0,a-catena,False,5.0,7.6,0,1662292800,2023,4.0,4450000.0,1.0,4
0,rayo-vallecano,valencia,2.0,90.0,,2.0,0,0,2,0,a-catena,True,6.0,7.3,0,1662811200,2023,5.0,4290000.0,1.0,5
0,athletic,rayo-vallecano,3.0,90.0,,1.0,0,0,2,0,a-catena,False,1.0,5.9,0,1663441200,2023,6.0,4410000.0,2.0,6
0,rayo-vallecano,elche,2.0,90.0,,1.0,0,0,2,0,a-catena,True,3.0,6.8,0,1664823600,2023,7.0,3770000.0,1.0,7
1,almeria,rayo-vallecano,3.0,90.0,,1.0,0,0,2,0,a-catena,False,9.0,7.2,0,1665230400,2023,8.0,3570000.0,1.0,8
0,rayo-vallecano,getafe,0.0,90.0,,1.0,0,0,2,0,a-catena,True,4.0,7.2,0,1665774000,2023,9.0,3640000.0,0.0,9
0,atletico,rayo-vallecano,1.0,90.0,,1.0,0,0,2,0,a-catena,False,3.0,6.6,0,1666119600,2023,10.0,3690000.0,1.0,10
0,rayo-vallecano,cadiz,5.0,90.0,,2.0,0,0,2,0,a-catena,True,7.0,7.3,1,1666440000,2023,11.0,3740000.0,1.0,11
0,sevilla,rayo-vallecano,0.0,90.0,,2.0,0,0,2,0,a-catena,False,6.0,7.2,0,1667061000,2023,12.0,3910000.0,1.0,12
0,rayo-vallecano,real-madrid,3.0,90.0,,2.0,0,0,2,0,a-catena,True,4.0,6.2,0,1667851200,2023,13.0,4420000.0,2.0,13
0,rayo-vallecano,celta,0.0,90.0,,1.0,0,0,2,0,a-catena,True,5.0,7.4,0,1668103200,2023,14.0,4550000.0,0.0,14
0,girona,rayo-vallecano,,0.0,ok,,0,0,2,0,a-catena,False,0.0,,0,1672329600,2023,,,,15
0,rayo-vallecano,betis,1.0,90.0,,1.0,0,0,2,0,a-catena,True,4.0,7.1,0,1673190900,2023,16.0,3430000.0,2.0,16
0,real-valladolid,rayo-vallecano,0.0,90.0,,2.0,0,0,2,0,a-catena,False,6.0,7.1,0,1673701200,2023,17.0,3530000.0,1.0,17
0,rayo-vallecano,real-sociedad,0.0,90.0,,1.0,0,0,2,0,a-catena,True,3.0,6.8,0,1674306000,2023,18.0,3710000.0,2.0,18
0,villarreal,rayo-vallecano,0.0,90.0,,2.0,0,0,2,0,a-catena,False,7.0,7.5,0,1675108800,2023,19.0,3800000.0,1.0,19
0,rayo-vallecano,almeria,2.0,90.0,,2.0,0,0,2,0,a-catena,True,7.0,7.5,0,1675713600,2023,20.0,4020000.0,0.0,20
0,getafe,rayo-vallecano,1.0,90.0,,2.0,0,0,2,0,a-catena,False,6.0,7.3,0,1676206800,2023,21.0,4470000.0,1.0,21
0,rayo-vallecano,sevilla,1.0,90.0,,1.0,0,0,2,0,a-catena,True,3.0,6.7,0,1676819700,2023,22.0,4970000.0,1.0,22
0,cadiz,rayo-vallecano,1.0,89.0,,0.0,0,1,2,0,a-catena,False,-1.0,6.7,0,1677338100,2023,23.0,5250000.0,0.0,23
0,rayo-vallecano,athletic,,0.0,sanctioned,,0,0,2,0,a-catena,True,0.0,,0,1678037400,2023,,,,24
0,celta,rayo-vallecano,3.0,90.0,,1.0,0,0,2,0,a-catena,False,3.0,6.9,0,1678555800,2023,25.0,5020000.0,0.0,25
0,rayo-vallecano,girona,2.0,90.0,,1.0,0,0,2,0,a-catena,True,2.0,6.2,0,1679152500,2023,26.0,4940000.0,2.0,26
0,valencia,rayo-vallecano,1.0,90.0,,2.0,0,0,2,0,a-catena,False,6.0,7.2,0,1680548400,2023,27.0,4120000.0,1.0,27
0,rayo-vallecano,atletico,1.0,73.0,,1.0,0,0,2,0,a-catena,True,3.0,6.7,0,1681066800,2023,28.0,4090000.0,2.0,28
0,rayo-vallecano,osasuna,2.0,90.0,,1.0,0,0,2,0,a-catena,True,3.0,6.6,0,1681498800,2023,29.0,4140000.0,1.0,29
0,real-sociedad,rayo-vallecano,,0.0,sanctioned,,0,0,2,0,a-catena,False,0.0,,0,1682181000,2023,,,,30
0,rayo-vallecano,barcelona,2.0,90.0,,2.0,0,0,2,0,a-catena,True,7.0,7.5,0,1682539200,2023,31.0,3840000.0,1.0,31
0,elche,rayo-vallecano,4.0,63.0,,0.0,0,0,2,0,a-catena,False,-2.0,5.8,0,1682777700,2023,32.0,3920000.0,0.0,32
0,rayo-vallecano,real-valladolid,2.0,90.0,,2.0,0,0,2,0,a-catena,True,5.0,6.7,0,1683230400,2023,33.0,4010000.0,1.0,33
0,betis,rayo-vallecano,3.0,90.0,,1.0,0,0,2,0,a-catena,False,2.0,6.5,0,1684177200,2023,34.0,4160000.0,1.0,34
0,rayo-vallecano,espanyol,1.0,90.0,,1.0,0,0,2,0,a-catena,True,3.0,6.8,0,1684670400,2023,35.0,4240000.0,2.0,35
0,real-madrid,rayo-vallecano,2.0,90.0,,1.0,0,0,2,0,a-catena,False,4.0,7.1,0,1684949400,2023,36.0,4240000.0,1.0,36
0,rayo-vallecano,villarreal,2.0,90.0,,2.0,0,0,2,0,a-catena,True,5.0,6.6,0,1685293200,2023,37.0,4280000.0,1.0,37
0,mallorca,rayo-vallecano,3.0,90.0,,0.0,0,0,2,0,a-catena,False,0.0,6.5,0,1685896200,2023,38.0,4600000.0,0.0,38
0,celta,osasuna,0.0,90.0,,2,0,0,2,0,a-catena,False,6.0,7.3,0,1691938800,2024,1.0,4580000.0,2.0,1
0,osasuna,athletic,0.0,90.0,,1,0,0,2,0,a-catena,True,4.0,7.0,0,1692473400,2024,2.0,4750000.0,2.0,2
0,valencia,osasuna,1.0,90.0,,3,0,0,2,0,a-catena,False,7.0,6.6,0,1693157400,2024,3.0,4620000.0,2.0,3
0,osasuna,barcelona,1.0,84.0,,1,1,0,2,0,a-catena,True,-1.0,6.4,0,1693767600,2024,4.0,4720000.0,2.0,4
0,getafe,osasuna,,0.0,sanctioned,,0,0,2,0,a-catena,False,0.0,,0,1694952000,2024,,,,5
0,osasuna,sevilla,0.0,90.0,,1,0,0,2,0,a-catena,True,3.0,6.8,0,1695478500,2024,6.0,3330000.0,0.0,6
0,osasuna,atletico,0.0,90.0,,1,0,0,2,0,a-catena,True,2.0,6.5,0,1695929400,2024,7.0,3200000.0,2.0,7
0,alaves,osasuna,0.0,90.0,,1,0,0,2,0,a-catena,False,4.0,7.3,0,1696169700,2024,8.0,3100000.0,2.0,8
0,real-madrid,osasuna,4.0,90.0,,0,0,0,2,0,a-catena,False,-1.0,6.2,0,1696688100,2024,9.0,2920000.0,0.0,9
0,osasuna,granada,2.0,90.0,,1,0,0,2,0,a-catena,True,4.0,7.2,0,1697828400,2024,10.0,2430000.0,0.0,10
0,betis,osasuna,2.0,90.0,,2,0,0,2,0,a-catena,False,6.0,7.1,1,1698584400,2024,11.0,2300000.0,1.0,11
0,osasuna,girona,2.0,90.0,,1,0,0,2,0,a-catena,True,2.0,6.3,0,1699102800,2024,12.0,2430000.0,4.0,12
0,osasuna,las-palmas,1.0,90.0,,1,0,0,2,0,a-catena,True,3.0,6.6,0,1699723800,2024,13.0,2400000.0,1.0,13
1,villarreal,osasuna,3.0,90.0,,2,0,0,2,0,a-catena,False,12.0,7.6,0,1701003600,2024,14.0,1940000.0,1.0,14
0,osasuna,real-sociedad,1.0,90.0,,0,0,0,2,0,a-catena,True,2.0,7.0,0,1701547200,2024,15.0,2070000.0,1.0,15
0,cadiz,osasuna,,0.0,sanctioned,,0,0,2,0,a-catena,False,0.0,,0,1702229400,2024,,,,16
0,osasuna,rayo-vallecano,,0.0,ok,,0,0,2,0,a-catena,True,0.0,,0,1702670400,2024,,,,17
0,mallorca,osasuna,,0.0,ok,,0,0,2,0,a-catena,False,0.0,,0,1703190600,2024,,,,18
0,osasuna,almeria,1.0,90.0,,1,0,0,2,0,a-catena,True,3.0,6.6,0,1704384000,2024,19.0,1380000.0,0.0,19
0,osasuna,getafe,3.0,90.0,,1,0,0,2,0,a-catena,True,3.0,6.9,0,1705842000,2024,21.0,1260000.0,2.0,20
0,sevilla,osasuna,1.0,90.0,,0,0,0,2,0,a-catena,False,1.0,6.6,0,1706463000,2024,22.0,1240000.0,1.0,21
0,barcelona,osasuna,,0.0,ok,,0,0,2,0,a-catena,False,0.0,,0,1706724000,2024,,,,22
0,osasuna,celta,0.0,62.0,,1,0,0,2,0,a-catena,True,2.0,6.5,0,1707059700,2024,23.0,1170000.0,3.0,23
0,real-sociedad,osasuna,0.0,10.0,,SC,0,0,2,0,a-catena,False,1.0,6.4,0,1707578100,2024,24.0,1110000.0,1.0,24
0,osasuna,cadiz,,0.0,ok,,0,0,2,0,a-catena,True,0.0,,0,1708182900,2024,,,,25
0,las-palmas,osasuna,1.0,90.0,,3,0,0,2,0,a-catena,False,7.0,6.8,0,1708882200,2024,26.0,920000.0,1.0,26
0,osasuna,alaves,,0.0,ok,,0,0,2,0,a-catena,True,0.0,,0,1709582400,2024,,,,27
0,girona,osasuna,2.0,90.0,,1,0,0,2,0,a-catena,False,3.0,6.9,0,1710014400,2024,28.0,860000.0,0.0,28
0,osasuna,real-madrid,2.0,70.0,,0,0,0,2,0,a-catena,True,-3.0,5.4,0,1710602100,2024,29.0,830000.0,4.0,29
0,almeria,osasuna,0.0,90.0,,2,0,0,2,0,a-catena,False,8.0,7.6,1,1711811700,2024,30.0,680000.0,3.0,30
0,osasuna,valencia,,0.0,ok,,0,0,2,0,a-catena,True,0.0,,0,1713207600,2024,,,,31
0,rayo-vallecano,osasuna,2.0,71.0,,1,0,0,2,0,a-catena,False,2.0,6.4,0,1713622500,2024,32.0,780000.0,1.0,32
0,granada,osasuna,3.0,90.0,,1,0,0,2,0,a-catena,False,4.0,7.2,0,1714313700,2024,33.0,780000.0,0.0,33
0,osasuna,betis,0.0,90.0,,1,0,0,2,0,a-catena,True,3.0,6.8,0,1714910400,2024,34.0,790000.0,2.0,34
0,athletic,osasuna,2.0,90.0,,1,0,0,2,0,a-catena,False,2.0,6.3,0,1715454000,2024,35.0,830000.0,2.0,35
0,osasuna,mallorca,1.0,90.0,,1,0,0,2,0,a-catena,True,3.0,6.6,0,1715707800,2024,36.0,860000.0,1.0,36
0,atletico,osasuna,1.0,90.0,,1,0,0,2,0,a-catena,False,5.0,7.4,1,1716138000,2024,37.0,890000.0,4.0,37
0,osasuna,villarreal,1.0,79.0,,1,0,0,2,0,a-catena,True,3.0,6.9,0,1716638400,2024,38.0,1090000.0,1.0,38
0,osasuna,leganes,1.0,90.0,,1.0,0,0,2,0,a-catena,True,4.0,7.1,0,1723914000,2025,1.0,1850000.0,1.0,1
0,osasuna,mallorca,1.0,90.0,,1.0,0,0,2,0,a-catena,True,5.0,7.6,0,1724511600,2025,2.0,2040000.0,0.0,2
0,girona,osasuna,4.0,90.0,,0.0,0,0,2,0,a-catena,False,-1.0,6.3,0,1724950800,2025,3.0,2320000.0,0.0,3
0,osasuna,celta,3.0,90.0,,2.0,0,0,2,0,a-catena,True,5.0,6.9,0,1725202800,2025,4.0,2280000.0,2.0,4
0,rayo-vallecano,osasuna,3.0,90.0,,1.0,0,0,2,0,a-catena,False,2.0,6.3,0,1726513200,2025,5.0,2060000.0,1.0,5
0,osasuna,las-palmas,2.0,90.0,,1.0,0,0,2,0,a-catena,True,2.0,6.4,0,1726928100,2025,6.0,1940000.0,1.0,6
0,valencia,osasuna,,0.0,ok,,0,0,2,0,a-catena,False,0.0,,0,1727197200,2025,,,,7
0,osasuna,barcelona,4.0,90.0,,2.0,0,0,2,0,a-catena,True,4.0,6.5,0,1727550000,2025,8.0,1760000.0,2.0,8
0,getafe,osasuna,1.0,90.0,,1.0,0,0,2,0,a-catena,False,4.0,7.1,0,1728137700,2025,9.0,1650000.0,1.0,9
0,osasuna,betis,1.0,90.0,,2.0,0,0,2,0,a-catena,True,7.0,7.4,0,1729347300,2025,10.0,1470000.0,2.0,10
0,real-sociedad,osasuna,0.0,90.0,,2.0,0,0,2,0,a-catena,False,6.0,7.1,0,1730059200,2025,11.0,1600000.0,2.0,11
0,osasuna,real-valladolid,1.0,90.0,,1.0,0,0,2,0,a-catena,True,6.0,8.0,0,1730552400,2025,12.0,1920000.0,0.0,12
0,real-madrid,osasuna,4.0,90.0,,1.0,0,0,2,0,a-catena,False,2.0,6.3,0,1731157200,2025,13.0,2400000.0,0.0,13
0,osasuna,villarreal,2.0,90.0,,1.0,0,0,2,0,a-catena,True,2.0,6.4,0,1732453200,2025,14.0,2400000.0,2.0,14
0,sevilla,osasuna,1.0,90.0,,1.0,0,0,2,0,a-catena,False,4.0,7.1,0,1733169600,2025,15.0,2240000.0,1.0,15
0,osasuna,alaves,2.0,90.0,,2.0,0,0,2,0,a-catena,True,7.0,7.4,1,1733679000,2025,16.0,2120000.0,2.0,16
0,espanyol,osasuna,0.0,90.0,,1.0,0,0,2,0,a-catena,False,4.0,7.1,0,1734181200,2025,17.0,2220000.0,0.0,17
0,osasuna,athletic,,0.0,sanctioned,,0,0,2,0,a-catena,True,0.0,,0,1734802200,2025,,,,18
0,atletico,osasuna,1.0,90.0,,1.0,0,0,2,0,a-catena,False,4.0,7.0,0,1736694900,2025,19.0,1770000.0,0.0,19
0,osasuna,rayo-vallecano,1.0,90.0,,1.0,0,0,2,0,a-catena,True,4.0,7.2,0,1737307800,2025,20.0,1840000.0,1.0,20
0,las-palmas,osasuna,1.0,90.0,,1.0,0,0,2,0,a-catena,False,3.0,6.8,0,1737748800,2025,21.0,1940000.0,1.0,21
0,osasuna,real-sociedad,2.0,90.0,,2.0,0,0,2,0,a-catena,True,6.0,7.0,0,1738517400,2025,22.0,1820000.0,1.0,22
0,mallorca,osasuna,1.0,90.0,,1.0,0,0,2,0,a-catena,False,4.0,7.3,0,1739217600,2025,23.0,1860000.0,1.0,23
0,osasuna,real-madrid,1.0,90.0,,1.0,0,0,2,0,a-catena,True,4.0,7.3,0,1739632500,2025,24.0,1890000.0,1.0,24
0,celta,osasuna,1.0,73.0,,1.0,0,0,2,0,a-catena,False,3.0,6.8,0,1740168000,2025,25.0,1950000.0,0.0,25
0,osasuna,valencia,3.0,90.0,,1.0,0,0,2,0,a-catena,True,4.0,7.1,0,1740945600,2025,26.0,1910000.0,3.0,26
0,osasuna,getafe,1.0,90.0,,1.0,0,0,2,0,a-catena,True,3.0,6.9,0,1742146200,2025,28.0,1810000.0,2.0,27
0,barcelona,osasuna,3.0,90.0,,1.0,0,0,2,0,a-catena,False,3.0,6.6,0,1743105600,2025,27.0,1730000.0,0.0,28
0,athletic,osasuna,0.0,90.0,,2.0,0,0,2,0,a-catena,False,6.0,7.3,0,1743352200,2025,29.0,1690000.0,0.0,29
0,leganes,osasuna,1.0,90.0,,2.0,0,0,2,0,a-catena,False,7.0,7.5,1,1744052400,2025,30.0,1620000.0,1.0,30
0,osasuna,girona,2.0,78.0,,2.0,0,0,2,0,a-catena,True,5.0,6.9,0,1744545600,2025,31.0,1750000.0,1.0,31
0,real-valladolid,osasuna,2.0,90.0,,1.0,0,0,2,0,a-catena,False,5.0,7.5,0,1745150400,2025,32.0,2010000.0,3.0,32
0,osasuna,sevilla,1.0,45.0,,1.0,0,0,2,0,a-catena,True,3.0,6.9,0,1745514000,2025,33.0,2200000.0,0.0,33
0,villarreal,osasuna,,0.0,sanctioned,,0,0,2,0,a-catena,False,0.0,,0,1746281700,2025,,,,34
0,betis,osasuna,1.0,90.0,,1.0,0,0,2,0,a-catena,False,5.0,7.5,0,1746990000,2025,35.0,2080000.0,1.0,35
1,osasuna,atletico,2.0,90.0,,2.0,0,0,2,0,a-catena,True,13.0,8.1,0,1747328400,2025,36.0,2250000.0,0.0,36
0,osasuna,espanyol,2.0,90.0,,1.0,0,0,2,0,a-catena,True,4.0,7.0,0,1747587600,2025,37.0,2740000.0,0.0,37
0,alaves,osasuna,1.0,90.0,,1.0,0,0,2,0,a-catena,False,6.0,7.6,1,1748113200,2025,38.0,3330000.0,1.0,38
0,betis,levante,,0.0,ok,,0,0,1,0,a-fernandez,False,0.0,,0,1534536900,2019,,,,1
0,levante,celta,,0.0,ok,,0,0,1,0,a-fernandez,True,0.0,,0,1535393700,2019,,,,2
0,levante,valencia,,0.0,ok,,0,0,1,0,a-fernandez,True,0.0,,0,1535882400,2019,,,,3
0,espanyol,levante,,0.0,ok,,0,0,1,0,a-fernandez,False,0.0,,0,1537107300,2019,,,,4
0,levante,sevilla,,0.0,ok,,0,0,1,0,a-fernandez,True,0.0,,0,1537696800,2019,,,,5
0,real-valladolid,levante,,0.0,ok,,0,0,1,0,a-fernandez,False,0.0,,0,1538071200,2019,,,,6
0,levante,alaves,,0.0,ok,,0,0,1,0,a-fernandez,True,0.0,,0,1538325000,2019,,,,7
0,getafe,levante,,0.0,ok,,0,0,1,0,a-fernandez,False,0.0,,0,1538835300,2019,,,,8
0,real-madrid,levante,,0.0,ok,,0,0,1,0,a-fernandez,False,0.0,,0,1540033200,2019,,,,9
0,levante,leganes,,0.0,ok,,0,0,1,0,a-fernandez,True,0.0,,0,1540657800,2019,,,,10
0,villarreal,levante,,0.0,ok,,0,0,1,0,a-fernandez,False,0.0,,0,1541344500,2019,,,,11
0,levante,real-sociedad,,0.0,ok,,0,0,1,0,a-fernandez,True,0.0,,0,1541793600,2019,,,,12
0,sd-huesca,levante,,0.0,ok,,0,0,1,0,a-fernandez,False,0.0,,0,1543080600,2019,,,,13
0,levante,athletic,,0.0,ok,,0,0,1,0,a-fernandez,True,0.0,,0,1543867200,2019,,,,14
0,eibar,levante,,0.0,ok,,0,0,1,0,a-fernandez,False,0.0,,0,1544353200,2019,,,,15
0,levante,barcelona,,0.0,ok,,0,0,1,0,a-fernandez,True,0.0,,0,1544989500,2019,,,,16
0,rayo-vallecano,levante,,0.0,ok,,0,0,1,0,a-fernandez,False,0.0,,0,1545586200,2019,,,,17
0,levante,girona,,0.0,ok,,0,0,1,0,a-fernandez,True,0.0,,0,1546624800,2019,,,,18
0,atletico,levante,,0.0,ok,,0,0,1,0,a-fernandez,False,0.0,,0,1547377200,2019,,,,19
0,levante,real-valladolid,,0.0,ok,,0,0,1,0,a-fernandez,True,0.0,,0,1548005400,2019,,,,20
0,sevilla,levante,,0.0,ok,,0,0,1,0,a-fernandez,False,0.0,,0,1548504000,2019,,,,21
0,levante,getafe,0.0,90.0,,1.0,0,0,1,0,a-fernandez,True,4.0,7.3,0,1549108800,2019,22.0,160000.0,0.0,22
0,alaves,levante,2.0,90.0,,0.0,0,0,1,0,a-fernandez,False,0.0,6.4,0,1549915200,2019,23.0,160000.0,0.0,23
0,celta,levante,1.0,90.0,,2.0,0,0,1,0,a-fernandez,False,7.0,7.7,0,1550318400,2019,24.0,160000.0,4.0,24
0,levante,real-madrid,1.0,90.0,,2.0,0,0,1,0,a-fernandez,True,4.0,6.4,0,1551037500,2019,25.0,180000.0,2.0,25
0,leganes,levante,1.0,90.0,,2.0,0,0,1,0,a-fernandez,False,3.0,6.1,0,1551729600,2019,26.0,260000.0,0.0,26
0,levante,villarreal,0.0,90.0,,1.0,0,0,1,0,a-fernandez,True,2.0,6.5,0,1552239000,2019,27.0,340000.0,2.0,27
